trialId,publicTitle,secondaryId,scientificTitle,inclusionCriteria,exclusionCriteria,interventions,primarySponsor,healthConditions,publicContactAffiliation,scientificContactAffiliation
NCT02877433,4 mm Implants in Fixed Cross-Arch Prostheses,CR 03/15,"Clinical Performance of 4 mm Short Distal Implants in Fixed Cross-Arch Prostheses - An Open, Randomized, Controlled Study","Frauen und Männer, Mindestalter 18 Jahre.
Zahnloser Kiefer (letzte Zahnextraktion im Unterkiefer mindestens 12 Wochen her), der mit einer Totalprothese versorgt werden kann.
Reduzierter Knochen im hinteren Bereich des Unterkiefers, mit ausreichender Höhe und Breite um 4 kurze Implantate im hinteren Bereich und 2 Standard-Länge Implantate im vorderen Bereich zu inserieren.","Patienten mit nicht ausreichender Knochenqualität
Unkontrollierte systemische Krankheiten, die mit der geplanten Behandlung mit Zahnimplantaten interferieren würden (z.B. unkontrollierte Diabetes)
Raucher die mehr als 10 Zigaretten, oder eine äquivalente Menge an Kautabak pro Tag konsumieren. Generell Raucher mit mehr als ""20 pack years"".","Device: Roxolid short implant, 4 mm length (4);Device: Roxolid short implant, 4 mm length (2)",Institut Straumann AG,Jaw Edentulous,"University of Bern, Department of Reconstructive Dentistry and Gerodontology","University of Bern, Department of Reconstructive Dentistry and Gerodontology"
NCT02877550,Obinutuzumab in Combination With Venetoclax in Previously Untreated Follicular Lymphoma Patients,2017-001175-23;SAKK 35/15,A Phase I Trial of Obinutuzumab in Combination With Venetoclax in Previously Untreated Follicular Lymphoma Patients,"Histologische Diagnose von CD 20 positiven follikulärem Lymphom ; Grad 1, 2, 3a; Stadium III und IV, Stadium II nicht geeignet für Radiotherapie; 

Patienten, die eine erste systemische Therapie benötigen 

Adequate Knochenmark-, Nieren und Leberfunktion","Follikuläres Lymphoma Stadium I

Vorherige systemische Therapien für das follikluäre Lymphom

Bekannte Metastasen im Zentralnervensystem  oder leptomeningeale Metastasen",Drug: Obinutuzumab;Drug: Venetoclax,Swiss Group for Clinical Cancer Research,Follicular Lymphoma,"IOSI -Ospedale San Giovanni, Bellinzona","IOSI -Ospedale San Giovanni, Bellinzona"
NCT02878603,Follow-up Study for Patients Who Completed Study ALX0681-C301 (Post-HERCULES),2016-001503-23;ALX0681-C302;LTS16371,Prospective Follow-up Study for Patients Who Completed Study ALX0681-C301 (HERCULES) to Evaluate Long-term Safety and Efficacy of Caplacizumab (Post-HERCULES),Patient hat die Hauptstudie ALX0681-C301 erfolgreich abgeschlossen und ist zum Zeitpunkt der Unterzeichnung der Einwilligungserklärung ≥ 18 Jahre alt und hat  seine Einwilligung vor dem Beginn studienspezifischer Aktivitäten/ Maßnahmen schriftlich erteilt.,"Patient ist nicht in der Lage bzw. bereit, sich an die Maßnahmen des Studien- protokolls zu halten oder der Patient nimmt zwischenzeitlich an einer anderen klinischen Studie mit einem anderen in der Prüfung befindlichen Medikament teil.",Biological: caplacizumab,Sanofi,Acquired Thrombotic Thrombocytopenic Purpura,Ablynx NV,Ablynx NV
NCT02879448,AMPLATZER? Amulet? LAA Occluder Trial,SJM-CIP-10114,AMPLATZER? Amulet? Left Atrial Appendage Occluder Randomized Controlled Trial,"-Dokumentiertes, nicht die Herklappe betreffendes Vorhofflimmern
-Erhöhtes Risiko für einen Schlaganfall oder eine systemisch Embolie
-Für eine Antigoagulanzienbehandlung vorgeschlagen
Eignung für einen Verschluss des linken Vorhofohr laut Beurteilung des Arztes oder des ärztlichen Team.
-18 Jahre oder älter","-Notwendigkeit einer langzeit-Antikoagulationstherapie zur Behandlung einer anderen Erkrankung neben dem Vorhofflimmern.
-Kontraindikation oder Allergie gegen Aspirin, Clopidogrel oder Warfarin
-Implantierte mechanische Herzklappenprothese
-Schwangerschaft oder geplante Schwangerschaft im Verlauf der Studie",Device: Amulet Left Atrial Appendage Occluder;Device: WATCHMAN Left Atrial Appendage Closure,Abbott Medical Devices,Stroke,"University of Kansas;The Comprehensive Stroke Center at Tufts Medical Center;Inselspital, University of Bern","University of Kansas;The Comprehensive Stroke Center at Tufts Medical Center;Inselspital, University of Bern"
NCT02879682,nTMS for Motor Mapping of Rolandic Lesions,5496/12,Randomized Controlled Multicenter Trial on the Impact of Presurgical Navigated Transcranial Magnetic Stimulation for Motor Mapping of Rolandic Lesions,"- Patienten mit Raumforderungen/Tumoren in den Motorikarealen des Grosshirnes
- Planung der Operation dieser Raumforderung
- Einwilligung an der Studie teilzunehmen
- Alter > 18 Jahre","- Tumor nicht im Grosshirn
- voraussichtliches Überleben weniger als 3 Monate
- Metallische oder elektrische Implantate",Procedure: nTMS data available for the surgeon;Procedure: nTMS data not available for the surgeon,Technical University of Munich,Glioma;Brain Metastases,Technical University of Munich,Technical University of Munich
NCT02884206,Efficacy and Safety of LCZ696 Compared to Valsartan on Cognitive Function in Patients With Chronic Heart Failure and Preserved Ejection Fraction,2016-001254-17;CLCZ696B2320,"A Multicenter, Randomized, Double-blind, Active-controlled Study to Evaluate the Effects of LCZ696 Compared to Valsartan on Cognitive Function in Patients With Chronic Heart Failure and Preserved Ejection Fraction","Es können alle Personen teilnehmen, die 60 Jahre alt oder älter sind und unter Herzinsuffizienz mit erhaltener Ejektionsfraktion leiden.","Gebärfähige Frauen, worunter alle Frauen, bei denen eine Schwangerschaft physiologisch möglich ist, zu verstehen sind, dürfen nicht teilnehmen.",Drug: LCZ696;Drug: Valsartan;Drug: Placebo of LCZ696;Drug: Placebo of Valsartan,Novartis Pharmaceuticals,Chronic Heart Failure (CHF),Novartis Pharmaceuticals,Novartis Pharmaceuticals
NCT02887885,Sustainability of Vaginal Estrogen Therapy in Postmenopausal Women,2016-00380,Sustainability of Vaginal Estrogen Therapy in Postmenopausal Women,"- Frauen im postmenopausalen Lebensabschnitt (letzte Periode liegt mind. 12 Monate zurück)
- >18 Jahre
- Vaginale Beschwerden, VMI < 50%, vaginaler pH > 4.5
- Indikation für eine vaginale Behandlung mit Gynoflor für 6 Wochen
- Ausgefüllte Einverstandniserklärung","- Unverträglichkeit gegenüber Gynoflor
- Andere Hormontherapien während oder zwei Monate vor der Studie
- Anwendung anderer vaginaler Produkte
- Entzündung oder Erkrankung im Bereich der Vagina oder der Harnwege",Drug: Gynoflor,"University Hospital Inselspital, Berne",Atrophy of Vagina;Postmenopause,University Hospital Berne;,University Hospital Berne;
NCT02889874,EXamining PErsonalised Radiation Therapy for Low-risk Early Breast Cancer,2016-003527-33;ANZ1601/BIG 16-02,A Randomised Phase III Trial of Adjuvant Radiation Therapy Versus Observation Following Breast Conserving Surgery and Endocrine Therapy in Patients With Molecularly Characterised Luminal A Early Breast Cancer,"Für die Registrierung in der Studie müssen Patientinnen folgende Kriterien erfüllen:
1.	Weibliche Patentinnen im Alter ≥50
2.	Charakteristika des primären invasiven Karzinoms, beurteilt durch konventionelle Histopathologie:
a.	Histologisch bestätigtes invasives Mammakarzinom
b.	Das invasive Karzinom ist höchstens ≤2 cm
c.	Grad 1  oder 2 Histologie
d.	ER und PR Positive in ≥10% der Tumorzellen
e.	HER2 negativ auf IHC (Wert 0 oder 1+) oder in situ Hybridisierung
3.	Der Primärtumor muss mittels Brusterhaltenden Operation entfernt werden. Es darf keine Anzeichen einer Resterkrankung übrig bleiben.
4.	Histologisch bestätigter negativer Nodalstatus, welcher durch eine Sentinel-Lymphknoten Biopsie oder Axialldissektion bestimmt wurde.

Für die Randomisierung in die Studie, müssen Patienten folgende Kriterien erfüllen:
1.	Der Primärtumor wird mit Prosigna (PAM50) Essay characterisiert:
a.	Luminial A intrinsicher Untertyp
b.	ROR Wert ≤60","Patientinnen welche die folgenden Kriterien erfüllen können nicht an der Studie teilnehmen:
1.	Wenn der Primärtumor wie folgt charakterisiert wird:
a.	Vorhandensein eines multifokalen oder multizentrischen invasiven Karzinoms oder eines assoziierten multifokalen oder multizentrisches duktales Karzinom in situ (DCIS)
b.	Nachweis einer klinischen oder pathologischen T4-Erkrankung (Ausdehnung auf die Brustwand, Ödeme oder Ulzeration der Haut, Satellitenknötchen der Haut, entzündliches Karzinom);
c.	Invasive Komponente des Primärtumors liegt als mikroinvasives Karzinom vor (≤1 mm in der maximalen Ausdehnung) 
d.	Grad 3 Histologie
e.	Vorhandensein einer lymphovaskulären Invasion
2.	Kontraindikation oder fehlende Bereitschaft zu einer adjuvanten endokrinen Therapie nach der Operation
3.	Wenn eine adjuvante Chemotherapie oder eine biologische Krebstherapie nach der Brustkrebsoperation geplant ist.",Radiation: Omission of radiation therapy,"Breast Cancer Trials, Australia and New Zealand",Early Stage Breast Carcinoma,Prince of Wales Hospital,"Breast Cancer Trials, Australia and New Zealand"
NCT02890862,Three-dimensional Kinematic Motion Analysis of Finger and Wrist During Daily Activities,KEK-ZH-Nr. 2015-0395,Three-dimensional Kinematic Motion Analysis of Finger and Wrist During Daily,"• Probandenkollektiv von 20 gesunden, rechtshändigen Personen
• 10 Patienten mit Sehnenpathologie
• 10 Patienten mit Morbus Dupuytren
• 10 Patienten mit Arthrose im Handgelenk
• Patienten, die in die Studie einwilligen und fähig sind, eine schriftliche Einwilligungserklärung zu unterzeichnen
• Patienten mit Alter > 18 Jahren","• Entzündliche Erkrankungen (z.B. Rheumatoide Arthritis)
• Schwangere Frauen
• Ungenügende Deutschkenntnisse, um die Fragebogen auszufüllen
• Andere Erkrankungen, die eine genaue Auswertung verunmöglichen (z.B. neuromuskuläre, psychische oder metabolische Krankheiten)
• Rechtliche Inkompetenz
• Teilnahme an anderen Medizinproduktstudien innerhalb der letzten Monate, die das Ergebnis dieser Studie beeinflussen könnten",nan,University of Zurich,Hand Injuries,Plastic surgery and Handsurgery USZ;Plastic surgery and Handsurgery USZ;Plastic surgery and Handsurgery USZ,Plastic surgery and Handsurgery USZ;Plastic surgery and Handsurgery USZ;Plastic surgery and Handsurgery USZ
NCT02891226,A Study of Mirikizumab (LY3074828) in Participants With Active Crohn's Disease,nan,"A Phase 2, Multicenter, Randomized, Parallel-Arm, Placebo-Controlled Study of LY3074828 in Subjects With Active Crohn's Disease (SERENITY)","- Männliche oder weibliche Personen zwischen 18 und 75 Jahren
- Personen die an Morbus Crohn leiden und bei denen Morbus Crohn vor ≥ 3 Monaten vor dem Besuchstermin zur Erfassung der Ausgangswerte festgestellt wurde 
-  Zusätzlich muss Verlust des Ansprechens auf oder eine Unverträglichkeit gegen herkömmliche Medikamente, die zur Behandlung von Morbus Crohn angewendet wurden, stattgefunden haben.","- Sie können nicht an dieser Studie teilnehmen, wenn Sie eine schwere Infektion haben, einschliesslich Tuberkulose (TB), Hepatitis oder humanes Immundefizienz-Virus (HIV), 
- wenn Sie eine Vorgeschichte mit bestimmten anderen Krebsformen innerhalb von 5 Jahren vor der Aufnahme haben  
- wenn Sie bestimmte Arten von Impfstoffen innerhalb von 2 Monaten vor der Aufnahme erhalten haben.",nan,Eli Lilly and Company,nan,Eli Lilly and Company,Eli Lilly and Company
NCT02891850,Riociguat rEplacing PDE-5i Therapy evaLuated Against Continued PDE-5i thErapy,2016-001067-36;18588,"A Prospective, Randomized, International, Multicenter, Double-arm, Controlled, Open-label Study of Riociguat in Patients With Pulmonary Arterial Hypertension (PAH) Who Are on a Stable Dose of Phosphodiesterase-5 Inhibitors (PDE-5i) With or Without Endothelin Receptor Antagonist (ERA), But Not at Treatment Goal","-männliche und weibliche Patienten, 18 bis 75 Jahre
-eine bestimmte Form des Lungenhochdrucks (PAH)
-Vor der Behandlung in der Studie eine während 6 Wochen unveränderte Vorbehandlung entweder mit PDE-5 Inhibitoren alleine oder in Kombination mit sog. Endothelinrezeptorhemmern
-6-Minuten Gehtest von 165 bis 440 Meter
-schriftliche Einverständniserklärung","-Teilnahme in anderer klinischer Studie innert 30 Tagen vor der Studie
-alle anderen Formen des Lungenhochdrucks, ausser PAH
-Vorbehandlung mit Riociguat / Adempas
-Schwangerschaft / Stillzeit
-Lungenerkrankungen
-gewisse Herzerkrankungen
-Krankheiten die die Durchführung des 6-Minuten-Gehtests verhindern","Drug: Adempas (Riociguat, BAY63-2521);Drug: Sildenafil;Drug: Tadalafil",Bayer,Pulmonary Arterial Hypertension,Bayer,Bayer
NCT02894567,Evaluation of Directional Recording and Stimulation Using spiderSTN,CIV-16-02-014704;KEK 272-15,Evaluation of Directional Recording and Stimulation Using the spiderSTN During the Implantation of DBS Leads,"Patient foreseen to undergo DBS for Parkinson’s disease or Essential Tremor according to routine criteria of the center.

For Parkinson Disease:
o Person is between 18 and 75 years of age
o Established diagnosis of idiopathic Parkinson's disease with progression of symptoms for a minimum of 2 years.
o Person has a history of at least 30% improvement on the UPDRS therapy in L-dopa (levodopa), except in the case of tremor dominant patient
o Weak control of symptoms by dopaminergic therapy (off phenomenon, fluctuations on / off, dyskinesia on)

For Essential Tremor:
o Person is between 18 and 80 years of age
o Established diagnosis of Essential Tremor for a minimum of 2 years
o Functional disability due to tremor was not adequately controlled by medication for at least 3 months prior to implant.

Person has given his/her written consent","- Person suffering from an active major psychiatric disorder
- Mattis Dementia Rating Scale score <130 or otherwise not capable of discernment
- Presence of major co-morbidity or medical condition that may affect participation to the study
- Presence of an electrical or electromagnetic implant (e.g., cochlear implant, pacemaker)
- Person with a previous surgery for the treatment of Parkinson's disease or Essential Tremor
- Person with a previous brain ablation procedure
- Person who suffers from epilepsy
- Person who is pregnant: a pregnancy test will be performed in patients of childbearing age
- Person with coagulopathies
- Abuse of drugs or alcohol",Device: Intraoperative test during a deep brain stimulation surgery;Device: Intraoperative test during a deep brain stimulation surgery;Device: Intraoperative test during a deep brain stimulation surgery;Device: Intraoperative test during a deep brain stimulation surgery,Aleva Neurotherapeutics SA,Parkinson's Disease;Essential Tremor;Parkinson's Disease;Essential Tremor;Parkinson's Disease;Essential Tremor;Parkinson's Disease;Essential Tremor,"Inselspital, Bern University Hospital;Inselspital, Bern University Hospital;Inselspital, Bern University Hospital;Inselspital, Bern University Hospital;Inselspital, Bern University Hospital","Inselspital, Bern University Hospital;Inselspital, Bern University Hospital;Inselspital, Bern University Hospital;Inselspital, Bern University Hospital;Inselspital, Bern University Hospital"
NCT02895360,Phase 1/2a Study of BAL101553 as 48-hour Infusions in Patients With Advanced Solid Tumors or Recurrent Glioblastoma,CDI-CS-003,An Open-label Phase 1/2a Study of BAL101553 Administered as Intravenous 48-hour Infusions in Adult Patients With Advanced Solid Tumors or Recurrent Glioblastoma,"Für Phase IIa:
- mindestens 18 Jahre alt
- entweder histologisch nachgewiesenes Eierstock-, Eileiter- oder primäres Bauchfellkarzinom, das platinresisten und refraktär ist, oder histologisch nachgewiesenes, wiederkehrendes Glioblastom
- messbare Tumorerkrankung nach internationalen Richtlinien.","Für Phase IIa:
- Patienten mit Eierstock-, Eileiter- oder Bauchfellkarzinom, die weniger als 4 Wochen vor Studienstart Chemotheraphie, Radiotherapie, Immuntherapie oder andere Studienbehandlungen bekommen haben
- Patienten mit Glioblastoma, die a) weniger als 12 Wochen vor Studienstart Chemotherapie bekommen haben, b) weniger als 4 Wochen vor Studienstart Chemotherapie bekommen haben oder eine chirurgische Entfernung des Glioblastoms hatten oder c) schon einmal mit Bevacizumab behandelt wurden.",Drug: BAL101553;Drug: BAL101553 at MTD,Basilea Pharmaceutica,Neoplasms,Basilea Pharmaceutica,Basilea Pharmaceutica
NCT02895659,Fluid Management in Patients Undergoing Cardiac Surgery,20160804.1.3,"Fluid Management in Patients Undergoing Cardiac Surgery - Effects of an Acetate Versus Lactate Buffered Balanced Infusion Solution on Hemodynamic Stability, a Randomized Controlled Double-blind Trial",In die Studie werden Patienten welche sich einer Operation der Herzklappen oder der Herzkranzgefässe und einer Herzklappen unterziehen eingeschlossen.,"Nicht eingeschlossen werden können Patienten mit schweren Vorerkrankungen (Niere, schwere Infektion) sowie schwangere oder stillende Patientinnen.","Procedure: perioperative hemodynamic management with vasoactive medications (norepinephrine, adrenaline ect);Procedure: perioperative hemodynamic management with vasoactive medications (norepinephrine, adrenaline ect);Procedure: perioperative hemodynamic management with vasoactive medications (norepinephrine, adrenaline ect);Procedure: perioperative hemodynamic management with vasoactive medications (norepinephrine, adrenaline ect)","University Hospital Inselspital, Berne",Critical Illness;Critical Illness;Critical Illness;Critical Illness,"Department of Intensive Care, Bern University Hospital and University of Bern, Bern, Switzerland;Department of Intensive Care, Bern University Hospital and University of Bern, Bern, Switzerland;Department of Intensive Care, Bern University Hospital and University of Bern, Bern, Switzerland;Department of Intensive Care, Bern University Hospital and University of Bern, Bern, Switzerland;Department of Intensive Care, Bern University Hospital and University of Bern, Bern, Switzerland","Department of Intensive Care, Bern University Hospital and University of Bern, Bern, Switzerland;Department of Intensive Care, Bern University Hospital and University of Bern, Bern, Switzerland;Department of Intensive Care, Bern University Hospital and University of Bern, Bern, Switzerland;Department of Intensive Care, Bern University Hospital and University of Bern, Bern, Switzerland;Department of Intensive Care, Bern University Hospital and University of Bern, Bern, Switzerland"
